icao,name,callsign,country
NBN,North British Airlines,TEESAIR,United Kingdom
NBR,Haughey Air,NORBROOK,United Kingdom
NBS,Nimbus Aviation,NIMBUS,United Kingdom
NCA,Nippon Cargo Airlines,NIPPON CARGO,Japan
NCB,North Caribou Flying Service Ltd,NORTH CARIBOU,Canada
NCC,North Coast Air Services Ltd,NORTH COAST,Canada
NCE,Northcoast Executive Airlines,TOP HAT,United States
NCF,Norfolk County Flight College,COUNTY,United Kingdom
NCG,Nederlandse Kustwacht,NETHERLANDS COASTGUARD,Netherlands
NCH,Chanchangi Airlines,CHANCHANGI,Nigeria
NCL,ACA-Ancargo Air Sociedade de Transporte de Carga Lda,ANCARGO AIR,Angola
NCM,Nas Air,AIR BANE,Angola
NCN,Nicon Airways,NICON AIRWAYS,Nigeria
NCO,Natalco Air Lines,NATALCO,S
NCP,Capital Airlines Limited,CAPITAL SHUTTLE,Nigeria
NCR,National Air Cargo,,United States
NCS,Simpson Air Ltd,COMMUTER-CANADA,Canada
NDA,Northern Airways,NORTHERN DAKOTA,United States
NDC,FlyNordic,NORDIC,Sweden
NDF,Namibian Defence Force,NAMIBIAN AIR FORCE,Namibia
NDN,Transportes Aereos Cielos Andinos,ANDINOS,Peru
NDS,Nordstree (Australia),,Australia
NDU,University of North Dakota,SIOUX,United States
NEA,New England Airlines,NEW ENGLAND,United States
NEB,State of Nebraska,NEBRASKA,United States
NEC,Necon Air,NECON AIR,Nepal
NEE,Northeast Airlines,NORTHEAST,United States
NEF,Nord-Flyg,NORDEX,Sweden
NEG,Linea Aerea de Fumig Aguas Negras,AGUAS NEGRAS,Chile
NEL,Aero Servicios de Nuevo Laredo,AEROLAREDO,Mexico
NEN,North-East Airlines,NORTHEAST SWAN,Nigeria
NER,Air Newark,NEWAIR,United States
NES,Nordeste Linhas Aereas Regionais,NORDESTE,Brazil
NET,Network Aviation Services,NETWORK,Nigeria
NEX,Northern Executive Aviation,NEATAX,United Kingdom
NEZ,New England Air Express,ENGAIR,United States
NFA,North Flying,NORTH FLYING,Denmark
NFC,North Atlantic Cargo,NORTH ATLANTIC,Norway
NFD,Nürnberger Flugdienst,,Germany
NFF,Aircraft Support and Services,,Lebanon
NFL,Northaire Feight Lines,GREAT LAKES,United States
NFS,Afrique CArgo Service Senegal,,Senegal
NFT,Nefteyugansk Aviation Division,NEFTEAVIA,Russia
NGA,Nigeria Airways,NIGERIA,Nigeria
NGB,Nordic Global Airlines,Nordic Global,Finland
NGC,Angoservice,ANGOSERVICE,Angola
NGE,Angel Airlines,ANGEL AIR,Thailand
NGF,Angel Flight America,ANGEL FLIGHT,United States
NGK,Oriental Air Bridge,ORIENTAL BRIDGE,Japan
NGO,Air-Angol,AIR ANGOL,Angola
NGP,Air Nigeria,REGAL EAGLE,Nigeria
NGR,Nigerian Air Force,NIGERIAN AIRFORCE,Nigeria
NGV,Angoavia,ANGOAVIA,Angola
NGX,Nigerian Global,AIR GLOBAL,Nigeria
NHG,NHT Lineas Aereas,HELGA,Brazil
NHK,Federal Aviation Administration,NIGHTHAWK,United States
NHL,Northumbria Helicopters,NORTHUMBRIA,United Kingdom
NHR,Nuevo Horizonte Internacional,NUEVO HORIZONTE,Mexico
NHT,New Heights 291,NEWHEIGHTS,South Africa
NHZ,Nada Air Service,NADA AIR,Chad
NIA,Nile Air,NILEBIRD,Egypt
NIC,Northern Illinois Commuter,ILLINOIS COMMUTER,United States
NID,Aeroni,AERONI,Mexico
NIE,Aeroejecutiva Nieto,AERONIETO,Mexico
NIG,Aero Contractors,AEROLINE,Nigeria
NIN,Nurman Avia Indopura,NURVINDO,Indonesia
NIR,Norsk Flyrjeneste,NORSEMAN,Norway
NIS,Nicaraguense De Aviacion,NICA,Nicaragua
NIT,Midwest Aviation,NIGHTTRAIN,United States
NJC,Nashville Jet Charters,NASHVILLE JET,United States
NJS,National Jet Systems,NATIONAL JET,Australia
NKF,Barents AirLink,NORDFLIGHT,Sweden
NKL,Nakheel Aviation,NAKHEEL,United Arab Emirates
NKS,Spirit Airlines,SPIRIT WINGS,United States
NKV,Nikolaev-Air,AIR NIKOLAEV,Ukraine
NKZ,Aerokuzbass,NOVOKUZNETSK,Russia
NLA,Neiltown Air,NEILTOWN AIR,Canada
NLC,Nelair Charters,NELAIR,South Africa
NLG,NEL Cargo,NELCARGO,Ivory Coast
NLH,Norwegian Long Haul AS,NORSTAR,Norway
NLK,Elbrus-Avia Air Enterprise,ELAVIA,Russia
NLL,Northafrican Air Transport,NORTHAFRICAN AIR,Libya
NLS,Nationale Luchtvaartschool,PANDER,Netherlands
NLT,Newfoundland Labrador Air Transport,NALAIR,Canada
NLW,Nile Wings Aviation Services,NILE WINGS,Sudan
NLY,Niki,FLYNIKI,Austria
NMA,Nesma Airlines,Nesma Airlines,Egypt
NMB,Air Namibia,NAMIBIA,Namibia
NMD,Nomad Aviation,NOMAD AIR,Namibia
NMI,Pacific Wings,TSUNAMI,United States
NML,Gambia New Millennium Air,NEWMILL,Gambia
NOA,Norontair,NORONTAIR,Canada
NOC,Norcopter,,Norway
NOF,Fonnafly,FONNA,Norway
NOH,No. 32 (The Royal) Squadron RAF,NORTHOLT,United Kingdom
NOK,Nok Air,NOK AIR,Thailand
NOL,National Overseas Airlines Company,NAT AIRLINE,Egypt
NON,Servicios Aereos Latinoamericanos,SERVICIOS LATINO,Mexico
NOR,Norsk Helikopter,NORSKE,Norway
NOS,Neos,MOONFLOWER,Italy
NOT,Linea Aerea Costa Norte,COSTA NORTE,Chile
NOV,Nova Airline,NOVANILE,Sudan
NOW,Royal Norwegian Air Force,NORWEGIAN,Norway
NOY,Noy Aviation,NOY AVIATION,Israel
NPC,Western Air Couriers,NORPAC,United States
NPL,Air Nepal International,AIR NEPAL,Nepal
NPO,Novosibirsk Aviation Production Association,NOVSIB,Russia
NPR,Air Napier,,New Zealand
NPT,Atlantic Airlines,NEPTUNE,United Kingdom
NPX,Northeast Aviation,NORTHEAST EXPRESS,United States
NRC,North Sea Airways,NORTH SEA,Netherlands
NRD,Nordic Regional,NORTH RIDER,Sweden
NRE,Aviones Are,AVIONES ARE,Mexico
NRG,Ross Aviation,ENERGY,United States
NRK,Naturelink Charter,NATURELINK,South Africa
NRL,Nolinor Aviation,NOLINOR,Canada
NRN,Royal Netherland Navy,NETHERLANDS NAVY,Netherlands
NRO,Aero Rent JSC,AEROMASTER,Russia
NRP,Aeronord-Grup,AERONORD,Moldova
NRR,Natureair,NATUREAIR,Costa Rica
NRS,Atlantic Richfield Company,NORTH SLOPE,United States
NRT,Norestair,NORESTAIR,Spain
NRV,North Vancouver Airlines,NORVAN,Canada
NRW,Polizeifliegerstaffel Nordrhein-Westfalen,HUMMEL,Germany
NRX,Norse Air Charter,NORSE AIR,South Africa
NRZ,Servicios Aereos Monarrez,MONARREZ,Mexico
NSA,Nile Safaris Aviation,NILE SAFARIS,Sudan
NSC,Societe De Transport Aerien De Mauritanie,TRANS-SOCIETE,Mauritania
NSE,SATENA,SATENA,Colombia
NSF,Northamptonshire School of Flying,NORTON,United Kingdom
NSK,Air Intersalonika,INTERSALONIKA,Greece
NSL,Neric,NERICAIR,United Kingdom
NSM,Global Jet Corporation,THUNDERCLOUD,United States
NSO,Aerolineas Sosa,SOSA,Honduras
NSP,Novosibirsk Aircraft Repairing Plant,NARPAIR,Russia
NSR,National Air Charter,NASAIR,Indonesia
NSS,Northstar Aviation,NORTHSTAR,United States
NSW,Country Connection Airlines,,Australia
NTA,Northern Thunderbird Air,THUNDERBIRD,Canada
NTB,Servicios Aereos Del Norte,SERVINORTE,Mexico
NTC,Gibson Aviation,NIGHT CHASE,United States
NTD,Aero Norte,,Mexico
NTE,Interaire,INTERMEX,Mexico
NTG,Servicios Intergrales De Aviacion,INTERGRALES,Mexico
NTH,Hokkaido Air System,NORTH AIR,Japan
NTJ,NextJet,NEXTJET,Sweden
NTK,Natioanl Air Traffic Controllers Association,NATCA,United States
NTL,Air Anatolia,AIR ANATOLIA,Turkey
NTM,North American Airlines,NORTHAM,Canada
NTR,TNT International Aviation,NITRO,United Kingdom
NTS,Cirrus Air,NITE STAR,United States
NTT,Inter Tropic Airlines,INTER-TROPIC,Sierra Leone
NTV,Air Inter Ivoire,INTER-IVOIRE,Ivory Coast
NTW,Nationwide Airlines,NATIONWIDE,South Africa
NTX,Northern Jet Management,NORTAX,United States
NUL,Aeroservicios De Nuevo Leon,SERVICIOS NUEVOLEON,Mexico
NUN,Nunasi-Central Airlines,NUNASI,Canada
NVA,Nile Valley Aviation Company,,Egypt
NVC,NAV CANADA,NAV CAN,Canada
NVD,Nordic Solutions,NORDVIND,Lithuania
NVG,Novogorod Air Enterprise,SADKO AVIA,Russia
NVI,Avial NV Aviation Company,NEW AVIAL,Russia
NVJ,Fly International Airways,NOUVINTER,Tunisia
NVK,Nizhnevartovskavia,VARTOSKAVIA,Russia
NVL,Navigator Airlines,NAVLINES,Armenia
NVM,Naviera Mexicana,NAVIERA,Mexico
NVP,Navegacao Aerea De Portugal,,Portugal
NVR,Novair,NAVIGATOR,Sweden
NVY,Royal Navy,NAVY,United Kingdom
NWA,Northwest Airlines,NORTHWEST,United States
NWD,New World Jet Corporation,NEW WORLD,United States
NWE,Northwest Aero Associates,,United States
NWG,Airwing,NORWING,Norway
NWL,North-Wright Airways,NORTHWRIGHT,Canada
NWN,Northwinds Northern,NORTHWINDS,Canada
NWO,Northwood Headquarters (RAF,,United Kingdom
NWR,Northwest Regional Airlines,,Australia
NWS,NordWind Airlines,NORDLAND,Russia
NWT,Northwest Territorial Airways,TERRITORIAL,Canada
NWW,North West Airlines,HALANT,Australia
NWZ,Nationwide Airlines (Zambia),ZAMNAT,Zambia
NXA,Air Next,BLUE-DOLPHIN,Japan
NXB,NEXT Brasil,XB,Brazil
NXF,Nextflight Aviation,NEXTFLIGHT,United States
NXS,Nexus Aviation,NEXUS AVIATION,Nigeria
NXT,National Express,NATIONAL FREIGHT,United States
NYA,Nanyah Aviation,NANYAH,Israel
NYB,Belgian Navy,BELGIAN NAVY,Belgium
NYH,New York Helicopter,NEW YORK,United States
NYL,Mid Airlines,NILE,Sudan
NYS,Nyasa Express,NYASA,Malawi
NYT,Yeti Airlines ,,Nepal
NZA,Nayzak Air Transport,,Libya
NZM,Mount Cook Airlines,MOUNTCOOK,New Zealand
OAA,Oxley Aviation,,Australia
OAB,Orbit Airlines Azerbaijan,Orbitaz,Azerbaijan
OAC,Oriental Airlines,ORIENTAL AIR,Nigeria
OAD,Orscom Tourist Installations Company,ORSCOM,Egypt
OAE,Omni Air International,OMNI-EXPRESS,United States
OAI,Orbit International Airlines,OA,United States
OAL,Olympic Airlines,OLYMPIC,Greece
OAN,Orbit Atlantic Airways,,United States
OAO,Arkhangelsk 2 Aviation Division,DVINA,Russia
OAP,COAPA AIR,COAPA,Mexico
OAR,Orbit Regional Airlines,OA,United States
OAV,Omni - Aviacao e Tecnologia,OMNI,Portugal
OAW,Helvetic Airways,HELVETIC,Switzerland
OAX,Operational Aviation Services,,Australia
OBA,Aerobanana,AEROBANANA,Mexico
OBK,Amako Airlines,AMAKO AIR,Nigeria
OBS,Orbest,ORBEST,Portugal
OBT,Orbit Airlines,Orbit,United States
OCA,Aserca Airlines,AROSCA,Venezuela
OCE,Heliocean,HELIOCEAN,France
OCM,O'Connor Airlines,OCONNOR,Australia
OCN,O Air,O-BIRD,France
OCO,Ostend Air College,AIR COLLEGE,Belgium
OCS,Ocean Sky (UK),OCEANSKY,United Kingdom
ODI,Jonsson, H Air Taxi,ODINN
ODM,Pan African Airways,,Kenya
ODS,Odessa Airlines,ODESSA AIR,Ukraine
ODY,Odyssey International,ODYSSEY,Canada
OEA,Orient Thai Airlines,ORIENT THAI,Thailand
OEC,Christophorus Flugrettungsverein,CHRISTOPHORUS,Austria
OED,Orion Air Charter,ORION CHARTER,South Africa
OFA,Helitaxi Ofavi,OFAVI,Mexico
OFF,Challenge International Airlines,CHALLENGE AIR,United States
OGI,Aerogisa,AEROGISA,Mexico
OGJ,Bakoji Airlines Services,BAKO AIR,Nigeria
OGN,Origin Pacific Airways,ORIGIN,New Zealand
OHK,Oasis Hong Kong Airlines,OASIS,Hong Kong
OHY,Onur Air,ONUR AIR,Turkey
OIC,Iwamoto Crane Co Ltd,,Japan
OIX,Orion-x,ORIONIX,Russia
OJY,Florida Air,OHJAY,United States
OKA,Okay Airways,OKAYJET,China
OKJ,Okada Airlines,OKADA AIR,Nigeria
OKL,Oklahoma Department of Public Safety,OKLAHOMA,United States
OKP,Okapi Airways,OKAPI,Democratic Republic of Congo
OKS,Slok Air Gambia,SLOK GAMBIA,Gambia
OKT,Soko Aviation,SOKO AIR,Spain
OLA,Overland Airways,OVERLAND,Nigeria
OLC,Solar Cargo,SOLARCARGO,Venezuela
OLE,Operadora de Lineas Ejecutivas,OPERADORA,Mexico
OLO,Soloflight,SOLO,United Kingdom
OLR,Colaereos,COLAEREOS,Ecuador
OLS,Sol Lineas Aereas,FLIGHT SOL,Argentina
OLT,Ostfriesische Lufttransport,OLTRA,Germany
OLV,Aerolineas Olve,OLVE,Mexico
OLX,Olimex Aerotaxi,OLIMEX,Czech Republic
OLY,Olympic Aviation,OLAVIA,Greece
OMA,Oman Air,OMAN AIR,Oman
OME,Homer Air,,Germany
OMF,Omniflys,OMNIFLYS,Mexico
OMG,Aeromega,OMEGA,United Kingdom
OML,Organizacoes Mambra,MAMBRA,Angola
OMR,Minair,ORMINE,Central African Republic
OMS,Omskavia Airline,OMSK,Russia
ONE,Oceanair,OCEANAIR,Brazil
ONG,Sonnig SA,SONNIG,Switzerland
ONM,Presidencia de La Republica de Guinea Ecuatorial,,Equatorial Guinea
ONR,Air One Nine,EDER,Libya
ONT,Air Ontario,ONTARIO,Canada
OOM,Zoom Airlines,ZOOM,Canada
OOT,Out Of The Blue Air Safaris,OOTBAS,South Africa
OPA,Opal Air,,Australia
OPC,Krystel Air Charter,OPTIC,United Kingdom
OPS,Jet-Ops,OPS-JET,United Arab Emirates
OPT,Flight Options,OPTIONS,United States
OPV,Operadora de Veulos Ejectutivos,OPERADORA DE VUELOS,Mexico
ORA,Long Island Airlines,LONG ISLAND,United States
ORB,Orenburg Airlines,ORENBURG,Russia
ORC,Orchid Airlines,,Australia
ORD,Orange Air Services,ORANGE SERVICES,Sierra Leone
ORE,Orange Aviation,ORANGE AVIATION,Israel
ORF,Oman Royal Flight,OMAN,Oman
ORG,Orenburzhie,,Russia
ORJ,Orange Air Sierra Leone,ORANGE SIERRA,Sierra Leone
ORK,Orca Air,ORCA TAXI,Egypt
ORL,On Air Limited,ON AIR,Canada
ORM,Orel State Air Enterprise,ORPRISE,Russia
ORN,Orient Airways,ORIENT LINER,Pakistan
ORO,C N Air,CAPRI,Spain
ORP,Aerocorp,CORPSA,Mexico
ORR,Operadora Turistica Aurora,TURISTICA AURORA,Mexico
ORS,Action Air,AVIATION SERVICE,Italy
ORX,Orbit Express Airlines,OREX,Turkey
ORZ,Zorex,ZOREX,Spain
OSA,Open Sky Aviation,,Lebanon
OSH,Osh Avia,OSH AVIA,Kyrgyzstan
OSL,Sosoliso Airlines,SOSOLISO,Nigeria
OSN,Aerosan,AEROSAN,Mexico
OSO,Aviapartner Limited Company,,Russia
OSS,Servicios Aereos Noticiosos,NOTICIOSOS,Mexico
OST,Airline Alania,ALANIA,Russia
OSW,JetAfrica Swaziland,BEVO,Swaziland
OSY,Open Skies Consultative Commission,OPEN SKIES,United States
OTA,Organizacion De Transportes Aereos,ORGANIZACION,Mexico
OTG,One Two Go Airlines,THAI EXPRESS,Thailand
OTJ,Fly Romania,TENDER AIR,Romania
OTL,South Airlines,SOUTHLINE,Ukraine
OTM,Onetime Airlines Zambia,ZEDTIME,Zambia
OTN,LASTP,LASTP,S
OTP,Operadora de Transportes Aereos,OPERADORA AEREO,Mexico
OTR,Orient Airlines,ORIENTROC,Sudan
OUL,Air Atonabee,CITY EXPRESS,Canada
OVA,Aero Nova,AERONOVA,Spain
OVC,Aerovic,,Ecuador
OVE,Aeromover,AEROMOVER,Mexico
OVI,Aerovias Ejecutivas,VIAS EJECUTIVAS,Mexico
OVV,Orient Air,ORIENTSYR,Syrian Arab Republic
OWL,Miami Valley Aviation,NIGHT OWL,United States
OXE,Oxaero,OXOE,United Kingdom
OXO,Million Air,MILL AIR,United States
OYE,Koda International,KODA AIR,Nigeria
OZJ,Ozjet Airlines,AUSJET,Australia
OZR,Ozark Air Lines,OZARK,United States
OZU,Hozu-Avia,HOZAVIA,Kazakhstan
OZW,Skywest Airlines,OZWEST,Australia
PAA,Pan American World Airways,CLIPPER,United States
PAB,Pacific Air Boats,AIR BOATS,Canada
PAC,Polar Air Cargo,POLAR,United States
PAD,Professional Express Courier Service,AIR PROFESSIONAL,United States
PAE,Paisajes Espanoles,PAISAJES,Spain
PAG,Perimeter Aviation,PERIMETER,Canada
PAH,Panorama Air Tour,LANI,United States
PAI,Paradise Airways,SEA RAY,United States
PAJ,Aliparma,ALIPARMA,Italy
PAK,Pacific Alaska Airlines,PACIFIC ALASKA,United States
PAL,Philippine Airlines,PHILIPPINE,Philippines
PAM,Phoenix Air Service,PHOENIX,Germany
PAO,Polynesian Airlines,POLYNESIAN,Samoa
PAP,Langtry Flying Group,PROFLIGHT,United Kingdom
PAR,Pacific Rim Airways,PACRIM,Australia
PAS,Pelita Air Service,PELITA,Indonesia
PAT,Priority Air Transport,PAT,United States
PAV,VIP Avia,NICOL,Kazakhstan
PAW,Pointair Burkina,POINTAIR BURKINA,Burkina Faso
PAX,Pan Air,PANNEX,United States
PAZ,Point Afrique Niger,POINTAIR NIGER,Niger
PBA,PB Air,PEEBEE AIR,Thailand
PBB,Polizeihubschrauberstaffel Brandenburg,ADEBAR,Germany
PBD,Pobeda,POBEDA,Russia
PBN,Pacific Blue,BLUEBIRD,New Zealand
PBT,Air Parabet,PARABET,Bangladesh
PBU,Air Burundi,AIR-BURUNDI,Burundi
PBW,Polizeihubschrauberstaffel Baden-Wurtemberg,BUSSARD,Germany
PBY,Pearl Air Services,PEARL SERVICES,Uganda
PCA,Penya De L'Aire,PENA DEL AIRE,Spain
PCC,Perforadora Central,PERFORADORA CENTRAL,Mexico
PCE,Pace Airlines,PACE,United States
PCF,Pacific Air Express,PACIFIC EXPRESS,United States
PCG,Aeropostal Cargo de Mexico,POSTAL CARGO,Mexico
PCH,Pilatus Flugzeugwerke,PILATUS WINGS,Switzerland
PCJ,Pacific Jet,PACIFIC JET,United States
PCK,Air Pack Express,AIRPACK EXPRESS,Spain
PCL,Pinnacle Air Group,PINNACLE GROUP,United States
PCM,Westair Industries,PAC VALLEY,United States
PCN,Princeton Aviation Corporation,PRINCETON,United States
PCO,Pacific Coastal Airline,PASCO,Canada
PCR,PAC Air,PACAIR,United States
PCS,Air Palace,AIR PALACE,Mexico
PCV,Pacific Aviation (Australia),PACAV,Australia
PCW,Trans-Pacific Orient Airways,PACIFIC ORIENT,Philippines
PCX,Pacific Aviation (United States),,United States
PDA,Podilia-Avia,PODILIA,Ukraine
PDC,Potomac Air,DISTRICT,United States
PDD,Phillips Alaska,PADA,United States
PDF,Pelican Air Services,PELICAN AIRWAYS,South Africa
PDG,PLM Dollar Group,OSPREY,United Kingdom
PDI,Paradise Island Airways,PARADISE ISLAND,United States
PDQ,PDQ Air Charter,DISPATCH,United States
PDR,COMAV,SPEEDSTER,Namibia
PDT,Piedmont Airlines (1948-1989),PIEDMONT,United States
PDV,Elicar,ELICAR,Italy
PDY,Pen-Avia,PENDLEY,United Kingdom
PEA,Pan Europeenne Air Service,,France
PEB,Benders Air,PALEMA,Sweden
PEC,Pacific East Asia Cargo Airlines,PAC-EAST CARGO,Philippines
PEI,Panamedia,PANAMEDIA,Spain
PEL,Aeropelican Air Services,PELICAN,Australia
PEM,Pem-Air,PEM-AIR,Canada
PEN,Peninsula Airways,PENINSULA,United States
PER,Pioneers Limited,,Pakistan
PET,Aerotransporte Petrolero,AEROPETRO,Colombia
PEV,Pegasus Aviation,PEGAVIATION,Greece
PEX,Pelican Express,PELICAN EXPRESS,United States
PFA,Pacific Flight Services,PACIFIC SING,Singapore
PFI,Aerolineas Chihuahua,PACIFICO CHIHUAHUA,Mexico
PFL,Pacific Flier,KOROR,Palau
PFN,Pan African Air Services,PANAFRICAN,Sierra Leone
PFR,Pacificair Airlines,PACIFIC WEST,United States
PFS,Prairie Flying Service,PRAIRIE,United States
PFT,Air Cargo Express International,PROFREIGHT,United States
PFZ,Propflight Air Services,PROFLIGHT-ZAMBIA,Zambia
PGA,Portugalia,PORTUGALIA,Portugal
PGF,Paragon Global Flight Support,,United Kingdom
PGH,Pulkovo Aircraft Services,,Russia
PGI,Panagra Airways,PANAGRA,United States
PGL,Premiair Aviation Services,PREMIERE,United Kingdom
PGP,Perm Airlines,PERM AIR,Russia
PGS,Tauranga Aer Club,,New Zealand
PGT,Pegasus Airlines,SUNTURK,Turkey
PGX,Paragon Air Express,PARAGON EXPRESS,United States
PHA,Phoenix Air Group,GRAY BIRD,United States
PHB,Phoebus Apollo Aviation,PHOEBUS,South Africa
PHC,Petroleum Helicopters de Colombia,HELICOPTERS,Colombia
PHD,Duncan Aviation,PANHANDLE,United States
PHE,Pawan Hans,PAWAN HANS,India
PHG,Phoenix Aviation,PHOENIX GROUP,Kyrgyzstan
PHH,Polizeihubschrauberstaffel Hessen,IBIS,Germany
PHI,Philips Aviation Services,PHILAIR,Netherlands
PHJ,Pim Air,Pim Air,Netherlands
PHL,Phillips Michigan City Flying Service,PHILLIPS,United States
PHM,Petroleum Helicopters,PETROLEUM,United States
PHN,Phoenix Air Lines,PHOENIX BRASIL,Brazil
PHO,L&L Flygbildteknik,PHOTOFLIGHT,Sweden
PHR,Al Farana Airline,PHARAOH,Egypt
PHS,Polizeihubschrauberstaffel Sachsen,PASSAT,Germany
PHT,Pan Havacilik Ve Ticaret,PANANK,Turkey
PHU,Pannon Air Service,PANNON,Hungary
PHV,Phenix Aviation,NEW BIRD,France
PHW,Ave.com,PHOENIX SHARJAH,United Arab Emirates
PHY,Phoenix Avia,PHOENIX ARMENIA,Armenia
PIA,Pakistan International Airlines,PAKISTAN,Pakistan
PIC,Jetstar Pacific,PACIFIC AIRLINES,Vietnam
PIE,Air South West,PIRATE,United Kingdom
PIF,Aeroservicios California Pacifico,AEROCALPA,Mexico
PIK,Polizeihuberschrauberstaffel Sachsen-Anhalt,POLICE IKARUS,Germany
PIL,Canada Jet Charters,PINNACLE,Canada
PIM,Pinframat,PINFRAMAT,Angola
PIN,Pacific International Airlines,ROAD RUNNERS,United States
PIO,Pioneer Airlines,PIONEER,United States
PIR,Pamir Airways,PAMIR,Afghanistan
PIV,Sokol,AEROSOKOL,Russia
PIX,Metropix UK,METROPIX,United Kingdom
PJA,Private Jet Management,PRIVATE FLIGHT,United States
PJE,Private Jet Expeditions,PEE JAY,United States
PJP,Princely Jets,PRINCELY JETS,Pakistan
PJS,Jet Aviation,JETAVIATION,Switzerland
PKA,AST Pakistan Airways,PAKISTAN AIRWAY,Pakistan
PKP,Mountain Air Express,PIKES PEAK,United States
PKR,Pakker Avio,PAKKER AVIO,Estonia
PKV,Псковавиа,,Russia
PKW,Pak West Airlines,PLATINUM WEST,United States
PKZ,Prime Aviation,PRAVI,Kazakhstan
PLA,Polynesian Air-Ways,POLYAIR,United States
PLB,Polynesian Blue,POLYBLUE,New Zealand
PLC,Police Aviation Services,SPECIAL,United Kingdom
PLF,Polish Air Force,POLISH AIRFORCE,Poland
PLI,Aeroper,Aeroperu,Peru
PLL,Air Pal,AIRPAL,Spain
PLM,Air Pullmantur,PULLMANTUR,Spain
PLN,Planar,PLANAR,Angola
PLR,Northwestern Air,POLARIS,Canada
PLT,South Carolina Aeronautics Commission,PALMETTO,United States
PLU,Pilatus PC-12 Center De Mexico,PILATUS MEXICO,Mexico
PLX,Pool Aviation,POOLEX,United Kingdom
PLY,Puma Linhas Aereas,PUMA BRASIL,Brazil
PLZ,Planet Airways,PLANET,United States
PMA,Pan Malaysian Air Transport,PAN MALAYSIA,Malaysia
PMC,Primas Courier,PRIMAC,United States
PME,Premiair Fliyng Club,ADUR,United Kingdom
PMK,Palair Macedonia,,Macedonia
PMM,Primair,PRIMAVIA,Russia
PMO,Polar Airlines de Mexico,POLAR MEXICO,Mexico
PMR,Servicios Aereos Premier,SERVICIOS PREMIER,Mexico
PMS,Planemaster Services,PLANEMASTER,United States
PMT,PMTair,MULTITRADE,Cambodia
PMU,Premium Aviation,PREMIUM,Germany
PMV,Polizeihubschrauberstaffel Mecklenburg-Vorpommern,POLICE MERLIN,Germany
PMW,Paramount Airways,PARAWAY,India
PMX,Petroleos Mexicanos,PEMEX,Mexico
PMY,Phetchabun Airline,PHETCHABUN AIR,Thailand
PNA,Universal Airlines,PACIFIC NORTHERN,United States
PNC,Pan-Air,PANAIRSA,Mexico
PND,Pond Air Express,POND AIR,United States
PNE,Peninter Aerea,PENINTER,Mexico
PNF,Panafrican Airways,PANWAYS,Ivory Coast
PNG,Puerto Rico National Guard,,United States
PNH,Panh,KUBAN LIK,Russia
PNL,Aero Personal,AEROPERSONAL,Mexico
PNM,Panorama,PANORAMA,Spain
PNP,Pineapple Air,PINEAPPLE AIR,Bahamas
PNR,PAN Air,SKYJET,Spain
PNS,Survey Udara (Penas),PENAS,Indonesia
PNT,Balmoral Central Contracts,PORTNET,South Africa
PNU,Aero Servicios Platinum,AERO PLATINUM,Mexico
PNW,Palestinian Airlines,PALESTINIAN,Egypt
PNX,Imperial Airways,PHOENIX,United States
PNY,Polish Navy,POLISH NAVY,Poland
POA,Portuguese Army,PORTUGUESE ARMY,Portugal
POB,Servicios Aereos Poblanos,POBLANOS,Mexico
POC,Pocono Air Lines,POCONO,United States
POE,Porter Airlines,PORTER AIR,Canada
POF,Police Aux Frontiers,AIRPOL,France
POI,BGB Air,BOJBAN,Kazakhstan
POL,Rikspolisstyrelsen,,Sweden
PON,Portuguese Navy,PORTUGUESE NAVY,Portugal
POR,Porteadora De Cosola,PORTEADORA,Mexico
POT,Polet,POLET,Russia
POV,Meridian,AIR POLTAVA,Ukraine
POW,Hagondale Limited,AIRNET,United Kingdom
POY,Apoyo Aereo,APOYO AEREO,Mexico
PPA,Propheter Aviation,AIR PROP,United States
PPC,Palau Asia Pacific Airlines,PALAU ASIAPAC,Palau
PPG,Phoenix Air Transport,PAPAGO,United States
PPH,Polizeihibschrauberstaffel Neidersachsen,POLICE PHOENIX,Germany
PPK,Ramp 66,PELICAN,United States
PPL,Air Pegasus,,India
PPM,Pacific Pearl Airways,PACIFIC PEARL,Philippines
PPQ,Personas Y Pasquetes Por Air,PERSONSPAQ,Mexico
PPS,Butte Aviation,PIPESTONE,United States
PPW,Royal Phnom Penh Airways,PHNOM-PENH AIR,Cambodia
PQA,Pacific Coast Airlines,SAGE BRUSH,United States
PQW,PanAm World Airways,,United States
PRA,Pars Aviation Service,PARSAVIA,Iran
PRC,Pacific Air Charter,PACIFIC CHARTER,United States
PRD,Presidential Aviation,PRESIDENTIAL,United States
PRE,Precision Airlines,PRECISION,United States
